Title,Year,Company,Form,Episodes,Genres,Link
Gunslinger Girl,  2003,MADHOUSE  ,TV ,13,"Action,Drama,Military",https://www.animeunity.tv/anime/2387-gunslinger-girl/
Gunslinger Girl: Il Teatrino,  2008,MADHOUSE  ,TV ,13,"Action,Drama,Military",https://www.animeunity.tv/anime/2389-gunslinger-girl-il-teatrino/
Gunslinger Girl: Il Teatrino OVA,  2008,MADHOUSE  ,OVA ,2,"Action,Drama,Military",https://www.animeunity.tv/anime/2388-gunslinger-girl-il-teatrino-ova/
Gunslinger Stratos The Animation,  2015,A-1 Pictures  ,TV ,12,"Action,Sci-fi,",https://www.animeunity.tv/anime/2215-gunslinger-stratos-the-animation/
Gunslinger Stratos The Animation: Bunki/Futatsu no Mirai,  2015,A-1 Pictures  ,Special ,1,"Action,Sci-fi,",https://www.animeunity.tv/anime/2651-gunslinger-stratos-the-animation-bunkifutatsu-no-mirai/
Guraburu!,  2020,"W-Toon Studio, DMM.futureworks  ",TV ,12,"Adventure,Fantasy,",https://www.animeunity.tv/anime/3766-guraburu/
Gurazeni,  2018,Studio DEEN  ,TV ,12,"Comedy,Drama,Seinen",https://www.animeunity.tv/anime/2665-gurazeni/
Gurazeni 2,  2018,Studio DEEN  ,TV ,12,"Comedy,Drama,Seinen",https://www.animeunity.tv/anime/2666-gurazeni-2/
Gurren Lagann (ITA),  2007,Gainax  ,TV ,27,"Action,Adventure,Comedy",https://www.animeunity.tv/anime/3571-gurren-lagann-ita/
Gurren Lagann The Movie: Childhood's End  Edit,  2008,Gainax  ,Movie ,1,"Action,Comedy,Mecha",https://www.animeunity.tv/anime/3572-gurren-lagann-the-movie-childhoods-end-edit/
Gurren Lagann The Movie: The Lights in the Sky are Stars,  2009,Gainax  ,Movie ,1,"Action,Mecha,Sci-fi",https://www.animeunity.tv/anime/3573-gurren-lagann-the-movie-the-lights-in-the-sky-are-stars/
Gyakkyou Burai Kaiji: Hakairoku-hen,  2011,MADHOUSE  ,TV ,26,"Game,Psychological,Seinen",https://www.animeunity.tv/anime/967-gyakkyou-burai-kaiji-hakairoku-hen/
Gyakkyou Burai Kaiji: Ultimate Survivor,  2007,"MADHOUSE, DR Movie  ",TV ,26,"Game,Psychological,Seinen",https://www.animeunity.tv/anime/954-gyakkyou-burai-kaiji-ultimate-survivor/
H2O: Footprints in the Sand,  2008,ZEXCS  ,TV ,12,"Harem,Romance,School",https://www.animeunity.tv/anime/1457-h2o-footprints-in-the-sand/
"Hachi-nan tte, Sore wa Nai deshou!",  2020,"SynergySP, Shin-Ei Animation  ",TV ,12,"Action,Fantasy,",https://www.animeunity.tv/anime/2165-hachi-nan-tte-sore-wa-nai-deshou/
Hachigatsu no Cinderella Nine,  2019,TMS Entertainment  ,TV ,12,"School,Sports,",https://www.animeunity.tv/anime/440-hachigatsu-no-cinderella-nine/
Hachigatsu no Cinderella Nine Special,  2021,TMS Entertainment  ,Special ,1,"School,Sports,",https://www.animeunity.tv/anime/3217-hachigatsu-no-cinderella-nine-special/
Hachimitsu to Clover,  2005,J.C. Staff  ,TV ,24,"Comedy,Drama,Josei",https://www.animeunity.tv/anime/2255-hachimitsu-to-clover/
Hachimitsu to Clover II,  2006,J.C. Staff  ,TV ,12,"Drama,Josei,Romance",https://www.animeunity.tv/anime/2256-hachimitsu-to-clover-ii/
Hachimitsu to Clover Specials,  2005,J.C.Staff  ,TV ,2,"Comedy,Drama,Josei",https://www.animeunity.tv/anime/3911-hachimitsu-to-clover-specials/
Hagure Yuusha no Aesthetica,  2012,Arms  ,TV ,12,"Action,Ecchi,Fantasy",https://www.animeunity.tv/anime/599-hagure-yuusha-no-aesthetica/
Hai to Gensou no Grimgar,  2016,A-1 Pictures  ,TV ,12,"Action,Adventure,Drama",https://www.animeunity.tv/anime/185-hai-to-gensou-no-grimgar/
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,  2016,A-1 Pictures  ,Special ,1,Comedy,https://www.animeunity.tv/anime/2652-hai-to-gensou-no-grimgar-furoagari-no-kabe-ni-kaketa-seishun-one-more-centimeter/
Haibane Renmei,  2002,Radix  ,TV ,13,"Drama,Fantasy,Mystery",https://www.animeunity.tv/anime/1265-haibane-renmei/
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",  2017,Nippon Animation  ,Movie ,1,"Comedy,Historical,Romance",https://www.animeunity.tv/anime/2486-haikara-san-ga-tooru-movie-1-benio-hana-no-17-sai/
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,  2018,Nippon Animation  ,Movie ,1,"Comedy,Historical,Romance",https://www.animeunity.tv/anime/2850-haikara-san-ga-tooru-movie-2-hana-no-tokyo-dai-roman/
Haikyuu!!,  2014,Production I.G  ,TV ,25,"Comedy,Drama,School",https://www.animeunity.tv/anime/186-haikyuu/
Haikyuu!! (ITA),  2014,Production I.G  ,TV ,25,"Comedy,Drama,School",https://www.animeunity.tv/anime/3621-haikyuu-ita/
Haikyuu!! 2,  2015,Production I.G  ,TV ,25,"Comedy,Drama,School",https://www.animeunity.tv/anime/189-haikyuu-2/
Haikyuu!! 2 (ITA),  2015,Production I.G  ,TV ,25,"Comedy,Drama,School",https://www.animeunity.tv/anime/3769-haikyuu-2-ita/
Haikyuu!! 3,  2016,Production I.G  ,TV ,10,"Comedy,Drama,School",https://www.animeunity.tv/anime/193-haikyuu-3/
Haikyuu!! 3 (ITA),  2016,Production I.G  ,TV ,10,"Comedy,Drama,School",https://www.animeunity.tv/anime/3847-haikyuu-3-ita/
Haikyuu!! 4,  2020,Production I.G  ,TV ,13,"Comedy,Drama,School",https://www.animeunity.tv/anime/2023-haikyuu-4/
Haikyuu!! 4 part 2,  2020,Production I.G  ,TV ,12,"Comedy,Drama,School",https://www.animeunity.tv/anime/2789-haikyuu-4-part-2/
Haikyuu!! Quest Picture Drama,  2014,Production I.G  ,OVA ,3,"Comedy,Fantasy,Game",https://www.animeunity.tv/anime/3107-haikyuu-quest-picture-drama/
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun (ITA),  2017,Production I.G  ,OVA ,1,"School,Shounen,Sports",https://www.animeunity.tv/anime/3849-haikyuu-tokushuu-haru-kou-volley-ni-kaketa-seishun-ita/
"Haikyuu!! vs. ""Akaten"" (ITA)",  2016,Production I.G  ,OVA ,1,"School,Shounen,Sports",https://www.animeunity.tv/anime/3770-haikyuu-vs-akaten-ita/
Haikyuu!!: Lev Genzan!,  2015,Production I.G  ,OVA ,1,"Shounen,Sports,",https://www.animeunity.tv/anime/3108-haikyuu-lev-genzan/
Haikyuu!!: Lev Genzan! (ITA),  2015,Production I.G  ,OVA ,1,"Shounen,Sports,",https://www.animeunity.tv/anime/3622-haikyuu-lev-genzan-ita/
Haikyuu!!: Riku vs Kuu,  2020,Production I.G  ,OVA ,2,"Comedy,Drama,School",https://www.animeunity.tv/anime/2024-haikyuu-riku-vs-kuu/
Haikyuu!!: Riku vs. Kuu (ITA),  2020,Production I.G  ,OVA ,2,"Comedy,Drama,School",https://www.animeunity.tv/anime/3848-haikyuu-riku-vs-kuu-ita/
Haikyuu!!: To the Top (ITA),  2020,Production I.G  ,TV ,13,"Comedy,Drama,School",https://www.animeunity.tv/anime/3994-haikyuu-to-the-top-ita/
Haikyuu!!: To the Top 2 (ITA),  2020,Production I.G  ,TV ,12,"Comedy,Drama,School",https://www.animeunity.tv/anime/3995-haikyuu-to-the-top-2-ita/
"Haikyuu!!: vs. ""Akaten""",  2016,Production I.G  ,OVA ,1,"Shounen,Sports,",https://www.animeunity.tv/anime/3109-haikyuu-vs-akaten/
Haiyore! Nyaruko-san,  2012,Xebec  ,TV ,12,"Comedy,Parody,Sci-fi",https://www.animeunity.tv/anime/728-haiyore-nyaruko-san/
Haiyore! Nyaruko-san F,  2015,Xebec  ,OVA ,1,"Comedy,Parody,Romance",https://www.animeunity.tv/anime/730-haiyore-nyaruko-san-f/
Haiyore! Nyaruko-san W,  2013,Xebec  ,TV ,12,"Comedy,Parody,Sci-fi",https://www.animeunity.tv/anime/729-haiyore-nyaruko-san-w/
Haiyore! Nyaruko-san W OVA,  2014,Xebec  ,OVA ,1,"Comedy,Ecchi,Parody",https://www.animeunity.tv/anime/731-haiyore-nyaruko-san-w-ova/
Hajime no Ippo,  2000,MADHOUSE  ,TV ,75,"Comedy,Drama,Shounen",https://www.animeunity.tv/anime/499-hajime-no-ippo/
Hajime no Ippo: New Challenger,  2009,MADHOUSE  ,TV ,26,"Comedy,Drama,Shounen",https://www.animeunity.tv/anime/712-hajime-no-ippo-new-challenger/
Hajime no Ippo: Rising,  2018,"MADHOUSE, MAPPA  ",TV ,25,"Comedy,Drama,Shounen",https://www.animeunity.tv/anime/711-hajime-no-ippo-rising/
Hajimete no Gal,  2017,NAZ  ,TV ,10,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/194-hajimete-no-gal/
Hajimete no Gal: Hajimete no Bunkasai,  2017,NAZ  ,OVA ,1,"Comedy,Ecchi,Romance",https://www.animeunity.tv/anime/724-hajimete-no-gal-hajimete-no-bunkasai/
Hakaba Kitarou,  2008,Toei Animation  ,TV ,11,"Horror,Supernatural,",https://www.animeunity.tv/anime/2763-hakaba-kitarou/
Hakata Mentai! Pirikarako-chan,  2019,G-angle  ,TV ,12,"Comedy,Slice of Life,",https://www.animeunity.tv/anime/1073-hakata-mentai-pirikarako-chan/
Hakata Tonkotsu Ramens,  2018,Satelight  ,TV ,12,"Action,Mystery,",https://www.animeunity.tv/anime/2685-hakata-tonkotsu-ramens/
Hakkenden: Touhou Hakken Ibun,  2013,Studio Deen  ,TV ,13,"Action,Demons,Fantasy",https://www.animeunity.tv/anime/2826-hakkenden-touhou-hakken-ibun/
Hakkenden: Touhou Hakken Ibun 2,  2013,Studio Deen  ,TV ,13,"Action,Demons,Fantasy",https://www.animeunity.tv/anime/2827-hakkenden-touhou-hakken-ibun-2/
Hakubo,  2019,Twilight Studio  ,Movie ,1,Drama,https://www.animeunity.tv/anime/2640-hakubo/
Hakumei no Tsubasa,  2020,Studio Colorido  ,ONA ,7,"Action,Adventure,Comedy",https://www.animeunity.tv/anime/2091-hakumei-no-tsubasa/
Hakumei no Tsubasa EXPANSION: Hoshi no Matsuri,  2020,Studio Colorido  ,ONA ,1,"Adventure,Fantasy,",https://www.animeunity.tv/anime/2859-hakumei-no-tsubasa-expansion-hoshi-no-matsuri/
Hakumei to Mikochi,  2018,Lerche  ,TV ,12,"Fantasy,Seinen,Slice of Life",https://www.animeunity.tv/anime/1226-hakumei-to-mikochi/
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,  2018,Lerche  ,Special ,1,"Fantasy,Seinen,Slice of Life",https://www.animeunity.tv/anime/1227-hakumei-to-mikochi-neji-to-bed-to-irori-to-bakuchi/
Hakuouki,  2010,Studio DEEN  ,TV ,12,"Action,Drama,Historical",https://www.animeunity.tv/anime/1068-hakuouki/
Hakuouki Hekketsuroku,  2010,Studio DEEN  ,TV ,10,"Action,Drama,Historical",https://www.animeunity.tv/anime/1067-hakuouki-hekketsuroku/
Hakuouki Movie 1: Kyoto Ranbu,  2013,Studio DEEN  ,Movie ,1,"Action,Drama,Historical",https://www.animeunity.tv/anime/1070-hakuouki-movie-1-kyoto-ranbu/
Hakuouki Movie 2: Shikon Soukyuu,  2014,Studio Deen  ,Movie ,1,"Action,Drama,Historical",https://www.animeunity.tv/anime/3169-hakuouki-movie-2-shikon-soukyuu/
Hakuouki OVA (2021),  2021,Studio Deen  ,OVA ,3,"Action,Drama,Historical",https://www.animeunity.tv/anime/3355-hakuouki-ova-2021/
Hakuouki Reimeiroku,  2012,Studio DEEN  ,TV ,12,"Action,Drama,Historical",https://www.animeunity.tv/anime/1069-hakuouki-reimeiroku/
Hakuouki Sekkaroku,  2011,Studio DEEN  ,OVA ,6,"Action,Demons,Drama",https://www.animeunity.tv/anime/1071-hakuouki-sekkaroku/
Hakushaku to Yousei,  2008,Artland  ,TV ,12,"Adventure,Fantasy,Historical",https://www.animeunity.tv/anime/2117-hakushaku-to-yousei/
Hal,  2013,Wit Studio  ,Movie ,1,"Drama,Romance,Sci-fi",https://www.animeunity.tv/anime/3402-hal/
Halo Legends (ITA),2009,,ONA ,8,"Action,Drama,Military",https://www.animeunity.tv/anime/2219-halo-legends-ita/
Hamatora The Animation,  2014,NAZ  ,TV ,12,"Comedy,Drama,Mystery",https://www.animeunity.tv/anime/1375-hamatora-the-animation/
Hanabi-chan wa Okuregachi,  2022,Gaina  ,TV ,12,Comedy,https://www.animeunity.tv/anime/3881-hanabi-chan-wa-okuregachi/
Hanamaru Youchien,  2010,Gainax  ,TV ,12,"Comedy,Seinen,Slice of Life",https://www.animeunity.tv/anime/1318-hanamaru-youchien/
Hanamonogatari,2014,,TV ,1,"Comedy,Mystery,Supernatural",https://www.animeunity.tv/anime/521-hanamonogatari/
Hanasakeru Seishounen,2009,,TV ,39,"Drama,Romance,Shoujo",https://www.animeunity.tv/anime/2170-hanasakeru-seishounen/
Hanasaku Iroha,2011,,TV ,26,"Comedy,Drama,Slice of Life",https://www.animeunity.tv/anime/2080-hanasaku-iroha/
Hanasaku Iroha: Home Sweet Home,2013,,Movie ,1,"Comedy,Drama,Slice of Life",https://www.animeunity.tv/anime/2081-hanasaku-iroha-home-sweet-home/
Hanaukyou Maid-tai,  2001,Daume  ,TV ,12,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/3399-hanaukyou-maid-tai/
Hanaukyou Maid-tai OVA,  2001,Daume  ,OVA ,3,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/3400-hanaukyou-maid-tai-ova/
Hanaukyou Maid-tai: La Verite,  2004,Daume  ,TV ,12,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/3398-hanaukyou-maid-tai-la-verite/
Hanbun no Tsuki ga Noboru Sora,  2006,Group TAC  ,TV ,6,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/2863-hanbun-no-tsuki-ga-noboru-sora/
Hand Shakers,  2017,GoHands  ,TV ,12,Action,https://www.animeunity.tv/anime/3939-hand-shakers/
Handa-kun,2016,,TV ,12,"Comedy,Shounen,Slice of Life",https://www.animeunity.tv/anime/2423-handa-kun/
Hanebado!,  2018,LIDENFILMS  ,TV ,13,"Seinen,Sports,",https://www.animeunity.tv/anime/2742-hanebado/
Hangyakusei Million Arthur,2018,,TV ,10,"Action,Adventure,Fantasy",https://www.animeunity.tv/anime/1089-hangyakusei-million-arthur/
Hangyakusei Million Arthur 2,2019,,TV ,13,"Action,Adventure,Fantasy",https://www.animeunity.tv/anime/1090-hangyakusei-million-arthur-2/
Hangyakusei Million Arthur Special,2019,,Special ,1,"Action,Adventure,Fantasy",https://www.animeunity.tv/anime/1952-hangyakusei-million-arthur-special/
Hanma Baki: Son of Ogre,  2021,TMS Entertainment  ,ONA ,12,"Action,Martial Arts,Shounen",https://www.animeunity.tv/anime/3268-hanma-baki-son-of-ogre/
